case	consumer	rc	phase	surface	normalised_argv	instrument	reason
arms/A1/c09-dupkey-unknown-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c09-dupkey-unknown-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c09-dupkey-unknown-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c09-dupkey-unknown-ro/consumers.tsv	ls-alias	0	P1	ae ls	ae ls	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c09-dupkey-unknown-ro/consumers.tsv	ls-alias-all	0	P1	ae ls	ae ls --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c09-dupkey-unknown-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c09-dupkey-unknown-ro/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c09-dupkey-unknown-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c09-dupkey-unknown-ro/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg1/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A1/c09-dupkey-unknown-ro/consumers.tsv	events-tail	143	P1	helper:events-tail	<AE_HOME>/sessions/tg1/events-tail	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c09-dupkey-unknown-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c09-dupkey-unknown-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c09-dupkey-unknown-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c09-dupkey-unknown-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c09-dupkey-unknown-rw/consumers.tsv	ls-alias	0	P1	ae ls	ae ls	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c09-dupkey-unknown-rw/consumers.tsv	ls-alias-all	0	P1	ae ls	ae ls --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c09-dupkey-unknown-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c09-dupkey-unknown-rw/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c09-dupkey-unknown-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c09-dupkey-unknown-rw/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg1/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A1/c09-dupkey-unknown-rw/consumers.tsv	events-tail	143	P1	helper:events-tail	<AE_HOME>/sessions/tg1/events-tail	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c10-dupkey-unknown-rev-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c10-dupkey-unknown-rev-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c10-dupkey-unknown-rev-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c10-dupkey-unknown-rev-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c10-dupkey-unknown-rev-ro/consumers.tsv	ls-alias	0	P1	ae ls	ae ls	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c10-dupkey-unknown-rev-ro/consumers.tsv	ls-alias-all	0	P1	ae ls	ae ls --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c10-dupkey-unknown-rev-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c10-dupkey-unknown-rev-ro/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c10-dupkey-unknown-rev-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c10-dupkey-unknown-rev-ro/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg1/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A1/c10-dupkey-unknown-rev-ro/consumers.tsv	events-tail	143	P1	helper:events-tail	<AE_HOME>/sessions/tg1/events-tail	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c10-dupkey-unknown-rev-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c10-dupkey-unknown-rev-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c10-dupkey-unknown-rev-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c10-dupkey-unknown-rev-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c10-dupkey-unknown-rev-rw/consumers.tsv	ls-alias	0	P1	ae ls	ae ls	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c10-dupkey-unknown-rev-rw/consumers.tsv	ls-alias-all	0	P1	ae ls	ae ls --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c10-dupkey-unknown-rev-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c10-dupkey-unknown-rev-rw/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c10-dupkey-unknown-rev-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c10-dupkey-unknown-rev-rw/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg1/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A1/c10-dupkey-unknown-rev-rw/consumers.tsv	events-tail	143	P1	helper:events-tail	<AE_HOME>/sessions/tg1/events-tail	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c11-routing-known-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c11-routing-known-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c11-routing-known-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c11-routing-known-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c11-routing-known-ro/consumers.tsv	ls-alias	0	P1	ae ls	ae ls	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c11-routing-known-ro/consumers.tsv	ls-alias-all	0	P1	ae ls	ae ls --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c11-routing-known-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg5	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c11-routing-known-ro/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c11-routing-known-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c11-routing-known-ro/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg5/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A1/c11-routing-known-ro/consumers.tsv	events-tail	143	P1	helper:events-tail	<AE_HOME>/sessions/tg5/events-tail	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c11-routing-known-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c11-routing-known-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c11-routing-known-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c11-routing-known-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c11-routing-known-rw/consumers.tsv	ls-alias	0	P1	ae ls	ae ls	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c11-routing-known-rw/consumers.tsv	ls-alias-all	0	P1	ae ls	ae ls --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c11-routing-known-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg5	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c11-routing-known-rw/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c11-routing-known-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg5/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c11-routing-known-rw/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg5/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A1/c11-routing-known-rw/consumers.tsv	events-tail	143	P1	helper:events-tail	<AE_HOME>/sessions/tg5/events-tail	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c12-routing-omitted-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c12-routing-omitted-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c12-routing-omitted-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c12-routing-omitted-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c12-routing-omitted-ro/consumers.tsv	ls-alias	0	P1	ae ls	ae ls	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c12-routing-omitted-ro/consumers.tsv	ls-alias-all	0	P1	ae ls	ae ls --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c12-routing-omitted-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status ta1r	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c12-routing-omitted-ro/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c12-routing-omitted-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/ta1r/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c12-routing-omitted-ro/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/ta1r/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A1/c12-routing-omitted-ro/consumers.tsv	events-tail	143	P1	helper:events-tail	<AE_HOME>/sessions/ta1r/events-tail	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c12-routing-omitted-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c12-routing-omitted-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c12-routing-omitted-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c12-routing-omitted-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c12-routing-omitted-rw/consumers.tsv	ls-alias	0	P1	ae ls	ae ls	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c12-routing-omitted-rw/consumers.tsv	ls-alias-all	0	P1	ae ls	ae ls --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c12-routing-omitted-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status ta1r	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c12-routing-omitted-rw/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c12-routing-omitted-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/ta1r/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c12-routing-omitted-rw/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/ta1r/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A1/c12-routing-omitted-rw/consumers.tsv	events-tail	143	P1	helper:events-tail	<AE_HOME>/sessions/ta1r/events-tail	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c13-same-display-routing-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c13-same-display-routing-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c13-same-display-routing-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c13-same-display-routing-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c13-same-display-routing-ro/consumers.tsv	ls-alias	0	P1	ae ls	ae ls	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c13-same-display-routing-ro/consumers.tsv	ls-alias-all	0	P1	ae ls	ae ls --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c13-same-display-routing-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg10	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c13-same-display-routing-ro/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c13-same-display-routing-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg10/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c13-same-display-routing-ro/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg10/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A1/c13-same-display-routing-ro/consumers.tsv	events-tail	143	P1	helper:events-tail	<AE_HOME>/sessions/tg10/events-tail	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c13-same-display-routing-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c13-same-display-routing-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c13-same-display-routing-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c13-same-display-routing-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c13-same-display-routing-rw/consumers.tsv	ls-alias	0	P1	ae ls	ae ls	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c13-same-display-routing-rw/consumers.tsv	ls-alias-all	0	P1	ae ls	ae ls --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c13-same-display-routing-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg10	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c13-same-display-routing-rw/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c13-same-display-routing-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg10/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c13-same-display-routing-rw/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg10/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A1/c13-same-display-routing-rw/consumers.tsv	events-tail	143	P1	helper:events-tail	<AE_HOME>/sessions/tg10/events-tail	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c14-display-only-legacy-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c14-display-only-legacy-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c14-display-only-legacy-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c14-display-only-legacy-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c14-display-only-legacy-ro/consumers.tsv	ls-alias	0	P1	ae ls	ae ls	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c14-display-only-legacy-ro/consumers.tsv	ls-alias-all	0	P1	ae ls	ae ls --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c14-display-only-legacy-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c14-display-only-legacy-ro/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A1/c14-display-only-legacy-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c14-display-only-legacy-ro/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg1/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A1/c14-display-only-legacy-ro/consumers.tsv	events-tail	143	P1	helper:events-tail	<AE_HOME>/sessions/tg1/events-tail	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A1/c14-display-only-legacy-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A1/c14-display-only-legacy-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
